CustomerKey,FirstName,LastName,FullName,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,DateFirstPurchase,CommuteDistance
19161,Jeremiah,Hughes,Hughes Jeremiah,10/6/1963 0:00,S,M,70000,4,2,Bachelors,Skilled Manual,0,2,1162 Relief Valley Ct,5/2/2016 0:00,0 to 1 Miles
19162,Peter,Raji,Raji Peter,11/13/1963 0:00,M,M,70000,4,2,Bachelors,Professional,1,2,8671 Appalachia Dr.,5/1/2016 0:00,2 to 5 Miles
19163,Riley,Bailey,Bailey Riley,4/24/1963 0:00,M,F,70000,4,2,Bachelors,Professional,1,2,857 San Simeon Drive,5/25/2016 0:00,0 to 1 Miles
19164,Danielle,Morgan,Morgan Danielle,6/24/1968 0:00,S,F,70000,0,0,Bachelors,Professional,0,1,9116 Sugar Valley Blv.,5/18/2016 0:00,2 to 5 Miles
19165,Miranda,Russell,Russell Miranda,9/2/1968 0:00,S,F,70000,0,0,Bachelors,Professional,0,1,4981 Katherine Drive,5/30/2016 0:00,2 to 5 Miles
19166,Olivia,Jenkins,Jenkins Olivia,12/15/1968 0:00,S,F,70000,0,0,Bachelors,Professional,0,1,7254 Buchanan Road,9/16/2016 0:00,0 to 1 Miles
19167,Caitlin,Morgan,Morgan Caitlin,12/9/1968 0:00,S,F,60000,2,2,Graduate Degree,Professional,0,0,6085 Darlene Drive,1/5/2016 0:00,0 to 1 Miles
19168,Nathan,Kumar,Kumar Nathan,10/19/1963 0:00,S,M,70000,0,0,Bachelors,Professional,0,1,143 Louisiana Dr,2/7/2016 0:00,2 to 5 Miles
19169,Arianna,Bryant,Bryant Arianna,11/2/1963 0:00,S,F,60000,3,2,Graduate Degree,Professional,0,0,4255 Willow Pass Dr,1/29/2016 0:00,0 to 1 Miles
19170,Luis,Campbell,Campbell Luis,11/11/1963 0:00,S,M,60000,3,2,Graduate Degree,Professional,0,0,359 Candlestick Dr.,1/20/2016 0:00,0 to 1 Miles
19171,Melanie,Torres,Torres Melanie,8/28/1963 0:00,M,F,60000,3,2,Graduate Degree,Professional,1,0,4687 York Dr,1/15/2016 0:00,0 to 1 Miles
19172,Calvin,Luo,Luo Calvin,4/19/1974 0:00,M,M,40000,1,1,Bachelors,Skilled Manual,1,0,9774 Maywood Lane,1/5/2015 0:00,0 to 1 Miles
19173,Kelli,Lal,Lal Kelli,3/19/1974 0:00,M,F,40000,1,1,Bachelors,Skilled Manual,1,0,3450 Rio Grande Dr.,1/27/2015 0:00,1 to 2 Miles
19174,Katelyn,Howard,Howard Katelyn,12/3/1973 0:00,S,F,30000,0,0,High School,Manual,0,1,10 place de Fontenoy,3/22/2015 0:00,2 to 5 Miles
19175,Wayne,Sharma,Sharma Wayne,2/20/1972 0:00,S,M,10000,0,0,Partial High School,Manual,0,2,7960 South Creek Dr.,7/18/2016 0:00,0 to 1 Miles
19176,Ebony,Vazquez,Vazquez Ebony,6/2/1972 0:00,S,F,20000,0,0,Partial High School,Manual,1,2,Zimmerstr 311,11/30/2016 0:00,1 to 2 Miles
19177,Donna,Chander,Chander Donna,7/25/1973 0:00,M,F,40000,1,1,Bachelors,Skilled Manual,1,1,Postfach 8 11 99,2/24/2016 0:00,1 to 2 Miles
19178,Sarah,Miller,Miller Sarah,8/25/1972 0:00,S,F,20000,0,0,Partial High School,Manual,0,2,Berliner Platz 876,4/22/2016 0:00,0 to 1 Miles
19179,Gloria,Sanz,Sanz Gloria,5/23/1972 0:00,S,F,20000,0,0,Partial High School,Manual,0,2,12 avenue du Port,11/9/2016 0:00,0 to 1 Miles
19180,Joan,Navarro,Navarro Joan,3/10/1972 0:00,S,F,20000,0,0,Partial High School,Manual,0,2,4 rue des Berges,10/7/2016 0:00,0 to 1 Miles
19181,Chad,Pal,Pal Chad,10/25/1972 0:00,S,M,30000,0,0,High School,Manual,0,1,141 rue de la Centenaire,3/7/2015 0:00,1 to 2 Miles
19182,Lance,Dominguez,Dominguez Lance,5/22/1972 0:00,S,M,30000,0,0,High School,Manual,0,1,8787 impasse Notre to Dame,3/22/2016 0:00,2 to 5 Miles
19183,Edwin,Raje,Raje Edwin,2/8/1971 0:00,S,M,10000,0,0,Partial High School,Manual,1,2,86 rue Mazagran,9/10/2016 0:00,1 to 2 Miles
19184,Emily,Hayes,Hayes Emily,10/9/1971 0:00,S,F,10000,0,0,Partial High School,Manual,0,2,9308 Green Valley Rd.,4/10/2016 0:00,1 to 2 Miles
19185,Jacqueline,Bradley,Bradley Jacqueline,11/23/1971 0:00,S,F,10000,0,0,Partial High School,Manual,0,2,24 place Beaubernard,2/19/2016 0:00,0 to 1 Miles
19186,Bob,Garcia,Garcia Bob,2/15/1971 0:00,M,M,20000,0,0,Partial High School,Manual,0,2,1336 Terrace Road,1/24/2015 0:00,0 to 1 Miles
19187,Karl,Pal,Pal Karl,5/14/1971 0:00,S,M,20000,0,0,Partial High School,Manual,1,2,8675 Line Court,10/17/2016 0:00,1 to 2 Miles
19188,Dalton,Anderson,Anderson Dalton,6/7/1971 0:00,S,M,30000,0,0,High School,Manual,0,1,Postfach 99 92 92,9/22/2015 0:00,2 to 5 Miles
19189,Morgan,Price,Price Morgan,3/12/1971 0:00,S,F,30000,0,0,High School,Manual,1,1,5 rue Malar,5/26/2016 0:00,2 to 5 Miles
19190,Carl,Shen,Shen Carl,5/28/1971 0:00,S,M,30000,0,0,High School,Manual,1,1,8966 Keywood Ct,9/10/2016 0:00,2 to 5 Miles
19191,Keith,Chande,Chande Keith,7/23/1971 0:00,S,M,30000,0,0,High School,Manual,0,1,Räuscherweg 292,6/10/2016 0:00,2 to 5 Miles
19192,Erika,Ruiz,Ruiz Erika,3/12/1970 0:00,S,F,40000,2,2,Partial College,Clerical,1,0,3582 Schenone Court,2/26/2015 0:00,1 to 2 Miles
19193,Omar,Lal,Lal Omar,11/22/1970 0:00,S,M,40000,2,2,Partial College,Clerical,1,0,9738 Hamilton Drive,2/21/2015 0:00,1 to 2 Miles
19194,Cesar,Garcia,Garcia Cesar,4/1/1970 0:00,S,M,40000,2,2,Partial College,Clerical,1,0,444 chaussée de Tournai,3/19/2015 0:00,1 to 2 Miles
19195,Darren,Romero,Romero Darren,5/26/1970 0:00,S,M,40000,2,2,Partial College,Clerical,1,0,5038 Kenwal Rd,2/18/2015 0:00,1 to 2 Miles
19196,April,She,She April,9/4/1970 0:00,S,F,40000,2,2,Partial College,Clerical,1,1,Krönerweg 7677,9/19/2015 0:00,1 to 2 Miles
19197,Briana,Sandoval,Sandoval Briana,11/17/1970 0:00,S,F,40000,2,2,Partial College,Clerical,1,2,Räuscherweg 292,10/16/2015 0:00,0 to 1 Miles
19198,Melissa,Brooks,Brooks Melissa,5/9/1975 0:00,S,F,40000,3,3,Partial College,Clerical,1,0,7334 Rockford Dr,1/20/2016 0:00,1 to 2 Miles
19199,David,Williams,Williams David,4/9/1975 0:00,S,M,40000,3,3,Partial College,Clerical,1,0,4138 Pine Creek Way,1/28/2016 0:00,1 to 2 Miles
19200,Luke,Henderson,Henderson Luke,3/25/1966 0:00,M,M,60000,0,0,Graduate Degree,Skilled Manual,1,0,2536 El Capitan Lane,11/8/2016 0:00,0 to 1 Miles
19201,Charles,Brooks,Brooks Charles,10/27/1966 0:00,M,M,60000,0,0,Graduate Degree,Skilled Manual,1,0,9526 Ridgeview Dr.,1/31/2016 0:00,1 to 2 Miles
19202,Brianna,Lee,Lee Brianna,7/11/1966 0:00,M,F,60000,0,0,Graduate Degree,Skilled Manual,1,0,2296 Mota Dr.,1/19/2016 0:00,1 to 2 Miles
19203,Darren,Navarro,Navarro Darren,6/13/1953 0:00,S,M,20000,2,0,High School,Manual,1,2,3798 Vine Hill Way,9/21/2016 0:00,1 to 2 Miles
19204,Sydney,Evans,Evans Sydney,6/19/1953 0:00,S,F,20000,2,0,High School,Manual,1,2,1028 Green View Court,10/17/2016 0:00,1 to 2 Miles
19205,James,Perry,Perry James,9/16/1953 0:00,M,M,20000,2,0,High School,Manual,0,2,5662 Lane Way,12/16/2016 0:00,1 to 2 Miles
19206,Destiny,Cooper,Cooper Destiny,2/12/1953 0:00,M,F,20000,2,0,High School,Manual,0,2,1371 Rogers Ave,10/11/2016 0:00,0 to 1 Miles
19207,Jeremiah,Turner,Turner Jeremiah,10/9/1954 0:00,M,M,20000,2,0,Partial High School,Manual,0,2,5615 Rock Oak Road,5/18/2016 0:00,1 to 2 Miles
19208,Angelica,Diaz,Diaz Angelica,4/4/1954 0:00,M,F,30000,1,0,High School,Clerical,1,1,9399 Ferndale Lane,7/10/2016 0:00,5 to 10 Miles
19209,Alexandra,Nelson,Nelson Alexandra,7/4/1954 0:00,M,F,30000,1,0,High School,Clerical,1,1,3132 Jacqueline Drive,10/26/2016 0:00,1 to 2 Miles
19210,Alexis,Price,Price Alexis,8/6/1954 0:00,M,F,30000,1,0,High School,Clerical,1,1,3549 Peachwillow St.,12/19/2016 0:00,10 or more Miles
19211,Anna,Lee,Lee Anna,8/24/1954 0:00,M,F,40000,1,0,Partial College,Clerical,1,1,6650 Contuti Avenue,1/28/2016 0:00,0 to 1 Miles
19212,Brianna,Clark,Clark Brianna,3/11/1955 0:00,M,F,40000,1,0,Partial College,Clerical,1,1,236 Willow Lake Rd.,1/16/2016 0:00,0 to 1 Miles
19213,Amanda,Simmons,Simmons Amanda,1/8/1955 0:00,M,F,40000,1,0,Partial College,Clerical,1,1,9324 Bohon Circle,1/23/2016 0:00,0 to 1 Miles
19214,Cassidy,Powell,Powell Cassidy,2/16/1956 0:00,S,F,30000,2,0,High School,Skilled Manual,1,2,2816 Colton Ln,3/9/2016 0:00,1 to 2 Miles
19215,Edward,Hall,Hall Edward,10/3/1956 0:00,S,M,30000,2,0,High School,Skilled Manual,1,2,4576 Almond Street,10/28/2016 0:00,1 to 2 Miles
19216,Gabriel,Lopez,Lopez Gabriel,9/1/1956 0:00,S,M,30000,2,0,High School,Skilled Manual,1,2,9469 Mt. Hood Circle,4/30/2016 0:00,1 to 2 Miles
19217,Jose,Nelson,Nelson Jose,9/16/1956 0:00,M,M,30000,2,0,High School,Skilled Manual,1,2,8364 St. Paul Circle,2/28/2016 0:00,1 to 2 Miles
19218,Nathaniel,Brooks,Brooks Nathaniel,10/10/1956 0:00,M,M,40000,1,0,Partial College,Clerical,1,1,2131 Covington Court,3/12/2016 0:00,1 to 2 Miles
19219,Mary,Peterson,Peterson Mary,12/6/1956 0:00,M,F,40000,1,0,Partial College,Clerical,1,1,4006 Jane Ct,4/24/2016 0:00,1 to 2 Miles
19220,Mariah,Sanchez,Sanchez Mariah,1/7/1957 0:00,M,F,30000,2,0,High School,Skilled Manual,0,2,4851 Heights Ave.,2/29/2016 0:00,0 to 1 Miles
19221,Kaitlyn,Williams,Williams Kaitlyn,3/26/1957 0:00,M,F,30000,2,0,High School,Skilled Manual,1,2,5964 Sepulveda Ct.,11/21/2016 0:00,1 to 2 Miles
19222,Jordan,Hall,Hall Jordan,2/20/1957 0:00,M,M,30000,2,0,High School,Skilled Manual,1,2,6228 Geary Court,12/14/2016 0:00,1 to 2 Miles
19223,Jacqueline,Cook,Cook Jacqueline,12/22/1957 0:00,M,F,30000,2,0,High School,Skilled Manual,1,2,8862 Dale Pl.,3/19/2016 0:00,1 to 2 Miles
19224,Stephanie,Henderson,Henderson Stephanie,9/21/1957 0:00,M,F,30000,2,0,High School,Skilled Manual,1,2,9105 Santa Fe,5/24/2016 0:00,1 to 2 Miles
19225,Jeremy,Watson,Watson Jeremy,10/8/1957 0:00,M,M,40000,1,0,Partial College,Clerical,1,1,6322 Springwood Way,1/4/2016 0:00,1 to 2 Miles
19226,Neil,Carlson,Carlson Neil,10/22/1958 0:00,M,M,40000,2,0,Partial College,Clerical,1,1,4496 Stroer Lane,3/14/2016 0:00,0 to 1 Miles
19227,Logan,Nelson,Nelson Logan,8/20/1958 0:00,M,M,40000,2,0,Partial College,Clerical,1,1,1355 Palm Avenue,3/14/2016 0:00,1 to 2 Miles
19228,Morgan,Ramirez,Ramirez Morgan,3/12/1958 0:00,M,F,40000,2,0,Partial College,Clerical,1,1,4077 Chinquapin Ct,9/23/2016 0:00,0 to 1 Miles
19229,David,Robinson,Robinson David,8/23/1958 0:00,S,M,80000,5,0,Graduate Degree,Skilled Manual,1,0,4605 Shenandoah Dr.,10/29/2016 0:00,1 to 2 Miles
19230,Joy,Moreno,Moreno Joy,5/14/1958 0:00,M,F,80000,5,0,Graduate Degree,Skilled Manual,1,0,7405 Dolores Way,12/23/2016 0:00,1 to 2 Miles
19231,Meghan,Gill,Gill Meghan,4/15/1958 0:00,M,F,80000,5,0,Graduate Degree,Skilled Manual,1,0,9769 Thistle Circle,6/30/2016 0:00,0 to 1 Miles
19232,Candice,Chow,Chow Candice,11/13/1959 0:00,S,F,60000,4,0,Graduate Degree,Skilled Manual,1,0,1133 Leisure Lane,5/29/2016 0:00,1 to 2 Miles
19233,Omar,Andersen,Andersen Omar,5/6/1959 0:00,M,M,60000,4,0,Graduate Degree,Skilled Manual,1,0,5578 Barbie Dr,4/11/2016 0:00,1 to 2 Miles
19234,Micah,Zheng,Zheng Micah,5/16/1972 0:00,S,M,40000,4,4,High School,Skilled Manual,0,2,8526 El Mundo Dr.,12/13/2016 0:00,0 to 1 Miles
19235,Kayla,Bennett,Bennett Kayla,8/5/1972 0:00,M,F,50000,0,0,Graduate Degree,Skilled Manual,1,0,1610 Ashwood Dr.,10/16/2016 0:00,0 to 1 Miles
19236,Chloe,Phillips,Phillips Chloe,8/12/1972 0:00,M,F,50000,0,0,Graduate Degree,Skilled Manual,1,0,3464 Cook Park,12/21/2016 0:00,0 to 1 Miles
19237,Kristy,Gomez,Gomez Kristy,4/17/1973 0:00,M,F,40000,0,0,Graduate Degree,Skilled Manual,1,0,9200 Pecan Street,12/3/2016 0:00,0 to 1 Miles
19238,Isabella,West,West Isabella,2/7/1973 0:00,M,F,40000,1,0,Graduate Degree,Skilled Manual,1,0,9431 College Blvd,5/14/2016 0:00,1 to 2 Miles
19239,Jeremy,Alexander,Alexander Jeremy,10/18/1973 0:00,M,M,40000,1,0,Graduate Degree,Skilled Manual,1,0,6288 Melody Dr.,12/22/2016 0:00,1 to 2 Miles
19240,Theresa,Jimenez,Jimenez Theresa,4/20/1973 0:00,M,F,40000,1,0,Graduate Degree,Skilled Manual,1,0,6057 Hill Street,1/25/2016 0:00,1 to 2 Miles
19241,Diane,Dominguez,Dominguez Diane,7/3/1973 0:00,M,F,40000,1,0,Graduate Degree,Skilled Manual,1,0,8125 Westbury Drive,2/19/2016 0:00,1 to 2 Miles
19242,Devin,Baker,Baker Devin,11/4/1973 0:00,M,M,40000,1,0,Graduate Degree,Skilled Manual,1,0,1287 Youngsdale Drive,4/30/2016 0:00,1 to 2 Miles
19243,James,Thomas,Thomas James,4/28/1973 0:00,M,M,40000,1,0,Graduate Degree,Skilled Manual,1,0,3623 Buskirk Avenue,6/6/2016 0:00,1 to 2 Miles
19244,Sebastian,Ward,Ward Sebastian,6/8/1973 0:00,M,M,40000,1,0,Graduate Degree,Skilled Manual,1,0,3717 Greenway Drive,5/3/2016 0:00,1 to 2 Miles
19245,Isaiah,King,King Isaiah,2/27/1971 0:00,M,M,60000,1,0,Graduate Degree,Skilled Manual,1,0,225 Piedmont,7/7/2016 0:00,0 to 1 Miles
19246,Carlos,Campbell,Campbell Carlos,8/9/1971 0:00,M,M,60000,1,0,Graduate Degree,Skilled Manual,1,0,7022 Muth Dr.,7/11/2016 0:00,1 to 2 Miles
19247,Michele,Martinez,Martinez Michele,5/7/1968 0:00,M,F,10000,1,0,Graduate Degree,Manual,1,0,1955 Sequoia Drive,2/17/2016 0:00,0 to 1 Miles
19248,Sheena,Black,Black Sheena,2/26/1962 0:00,M,F,10000,1,0,Graduate Degree,Manual,1,0,Unter Linden 34,8/1/2016 0:00,0 to 1 Miles
19249,Chad,Andersen,Andersen Chad,12/3/1961 0:00,M,M,10000,1,0,Bachelors,Manual,1,0,Am Grossen Dern 8249,9/1/2016 0:00,0 to 1 Miles
19250,Lacey,Wu,Wu Lacey,1/2/1961 0:00,M,F,10000,1,0,Bachelors,Manual,1,0,Pascalstr 66,8/4/2016 0:00,0 to 1 Miles
19251,Brett,Sai,Sai Brett,2/7/1961 0:00,M,M,20000,1,0,Graduate Degree,Clerical,1,0,Hunzinger Allee 555,8/7/2016 0:00,0 to 1 Miles
19252,Jasmine,Brooks,Brooks Jasmine,2/28/1956 0:00,M,F,10000,2,0,Partial College,Manual,1,0,11 rue du Puits Dixme,4/1/2016 0:00,1 to 2 Miles
19253,Gabrielle,Ross,Ross Gabrielle,3/22/1956 0:00,S,F,20000,1,0,Bachelors,Clerical,1,0,9137 San Remo Ct.,2/15/2015 0:00,0 to 1 Miles
19254,Anibal,Sousa,Sousa Anibal,11/7/1956 0:00,S,M,20000,1,0,Bachelors,Clerical,1,0,Essener Straße 18,10/13/2015 0:00,0 to 1 Miles
19255,Terrance,Sara,Sara Terrance,2/14/1955 0:00,S,M,10000,2,0,Partial College,Manual,1,1,61 rue Surcouf,3/1/2015 0:00,0 to 1 Miles
19256,Abigail,Griffin,Griffin Abigail,3/11/1955 0:00,M,F,20000,1,0,Bachelors,Clerical,1,0,93 impasse Ste to Madeleine,3/14/2015 0:00,0 to 1 Miles
19257,Dana,Jiménez,Jiménez Dana,1/16/1954 0:00,M,F,10000,2,0,Partial College,Manual,1,1,Kalkweg 4455,10/30/2015 0:00,0 to 1 Miles
19258,Douglas,Mehta,Mehta Douglas,5/21/1954 0:00,M,M,10000,2,0,Partial College,Manual,1,1,8696 Whitehaven Dr,2/25/2015 0:00,0 to 1 Miles
19259,Barbara,Lin,Lin Barbara,1/22/1937 0:00,M,F,20000,1,0,Bachelors,Clerical,1,0,Essener Straße 820,4/25/2016 0:00,0 to 1 Miles
19260,Latoya,Sharma,Sharma Latoya,7/8/1939 0:00,S,F,20000,1,0,Bachelors,Clerical,1,0,4290 Wellington Avenue,2/20/2015 0:00,0 to 1 Miles
19261,Heather,Wu,Wu Heather,5/26/1940 0:00,M,F,20000,1,0,Bachelors,Clerical,1,0,5024 Euclid Avenue,9/14/2016 0:00,0 to 1 Miles
19262,Kari,Sanchez,Sanchez Kari,11/27/1942 0:00,M,F,30000,1,0,Bachelors,Clerical,1,0,3388 C Del Rio Circle,2/16/2016 0:00,0 to 1 Miles
19263,Nina,Chande,Chande Nina,11/7/1942 0:00,M,F,30000,1,0,Bachelors,Clerical,1,0,1531 Birchwood,3/11/2015 0:00,0 to 1 Miles
19264,Kristopher,Gonzalez,Gonzalez Kristopher,9/21/1980 0:00,S,M,10000,0,0,Partial College,Manual,0,1,9574 Bancroft Road,8/11/2014 0:00,0 to 1 Miles
19265,Dale,Raji,Raji Dale,2/23/1979 0:00,M,M,10000,0,0,Partial College,Manual,0,1,1315 Union St,11/28/2016 0:00,0 to 1 Miles
19266,Grant,Xu,Xu Grant,10/6/1979 0:00,M,M,10000,0,0,Partial College,Manual,0,1,8643 B Way,5/26/2016 0:00,0 to 1 Miles
19267,Marshall,Raje,Raje Marshall,2/6/1979 0:00,M,M,10000,0,0,Partial College,Manual,1,1,3101 South Villa Way,12/17/2016 0:00,2 to 5 Miles
19268,Alyssa,Ward,Ward Alyssa,11/11/1978 0:00,M,F,10000,0,0,Partial College,Manual,0,1,5312 Riverwood Circle,8/4/2014 0:00,0 to 1 Miles
19269,Kathleen,Navarro,Navarro Kathleen,3/23/1977 0:00,S,F,10000,0,0,High School,Manual,0,2,1704 El Pueblo Pl,8/4/2014 0:00,0 to 1 Miles
19270,Shawn,Shen,Shen Shawn,12/26/1979 0:00,M,M,20000,0,0,Bachelors,Clerical,1,0,7648 S. Bascom Ave.,8/4/2014 0:00,0 to 1 Miles
19271,Kristopher,Fernandez,Fernandez Kristopher,5/15/1978 0:00,M,M,20000,0,0,Bachelors,Clerical,1,0,8267 Lavene Way,8/3/2014 0:00,0 to 1 Miles
19272,Shaun,Andersen,Andersen Shaun,1/19/1943 0:00,M,M,20000,1,0,Partial College,Manual,1,0,811 rue Basse to du to Rocher,6/30/2016 0:00,0 to 1 Miles
19273,Natalie,Henderson,Henderson Natalie,1/24/1943 0:00,M,F,20000,2,0,Partial College,Manual,1,0,2128 place du Tertre,7/30/2016 0:00,0 to 1 Miles
19274,Karen,Yang,Yang Karen,1/9/1943 0:00,M,F,20000,2,0,Partial College,Manual,1,1,Galeriestr 123,10/5/2015 0:00,0 to 1 Miles
19275,Gregory,Rai,Rai Gregory,12/21/1961 0:00,M,M,20000,1,1,Partial College,Manual,1,0,Midi to Couleurs,3/27/2016 0:00,1 to 2 Miles
19276,Ruben,Sai,Sai Ruben,8/10/1961 0:00,S,M,20000,1,1,Partial College,Manual,0,0,69 avenue du Port,4/23/2015 0:00,0 to 1 Miles
19277,Billy,Jiménez,Jiménez Billy,7/27/1960 0:00,M,M,10000,1,1,High School,Manual,1,1,8734 cours Mirabeau,2/14/2016 0:00,2 to 5 Miles
19278,Willie,Sun,Sun Willie,7/13/1960 0:00,S,M,20000,1,1,Partial College,Manual,0,0,551 Thors Bay Road,3/9/2015 0:00,0 to 1 Miles
19279,Omar,Xu,Xu Omar,3/5/1960 0:00,S,M,20000,1,1,Partial College,Manual,0,0,1780 Abbey Court,9/7/2016 0:00,1 to 2 Miles
19280,Darrell,Andersen,Andersen Darrell,8/27/1958 0:00,M,M,20000,2,0,Partial College,Manual,1,1,9135 rue Malar,5/11/2015 0:00,0 to 1 Miles
19281,Mallory,Carlson,Carlson Mallory,4/17/1958 0:00,S,F,20000,2,0,Partial College,Manual,1,1,54 avenue de Malakoff,9/3/2016 0:00,2 to 5 Miles
19282,Hailey,Wood,Wood Hailey,5/8/1958 0:00,M,F,30000,1,0,Graduate Degree,Clerical,1,0,3 allée des Princes,5/27/2015 0:00,0 to 1 Miles
19283,Adrian,Sanders,Sanders Adrian,7/11/1958 0:00,M,M,30000,1,0,Graduate Degree,Clerical,1,0,Knaackstr 659,10/26/2015 0:00,0 to 1 Miles
19284,Briana,Romero,Romero Briana,4/10/1958 0:00,M,F,30000,1,0,Graduate Degree,Clerical,1,0,Zimmerstr 242,10/25/2015 0:00,0 to 1 Miles
19285,Jacqueline,Howard,Howard Jacqueline,8/11/1960 0:00,M,F,30000,3,0,Bachelors,Clerical,1,0,Altendorfer Straße 2,11/8/2015 0:00,0 to 1 Miles
19286,Kaitlyn,Butler,Butler Kaitlyn,3/2/1960 0:00,M,F,30000,3,0,Bachelors,Clerical,1,0,Hunzinger Allee 292,11/17/2015 0:00,0 to 1 Miles
19287,Shane,Chandra,Chandra Shane,7/27/1959 0:00,M,M,30000,3,0,Bachelors,Clerical,1,0,8 rue Pierre to Demoulin,5/27/2015 0:00,0 to 1 Miles
19288,Candice,Wang,Wang Candice,6/7/1959 0:00,M,F,30000,3,0,Bachelors,Clerical,1,0,Carlsplatz 2,11/30/2015 0:00,0 to 1 Miles
19289,Johnathan,Patel,Patel Johnathan,10/26/1959 0:00,M,M,30000,3,0,Bachelors,Clerical,1,0,Heiderplatz 662,11/30/2015 0:00,0 to 1 Miles
19290,Sergio,Prasad,Prasad Sergio,5/6/1958 0:00,S,M,30000,1,0,Bachelors,Clerical,1,0,8186 Geary,3/29/2015 0:00,0 to 1 Miles
19291,Colleen,Wu,Wu Colleen,11/26/1970 0:00,S,F,10000,2,2,High School,Manual,1,0,8031 Danesta Dr.,3/11/2016 0:00,0 to 1 Miles
19292,Micah,Lin,Lin Micah,12/7/1970 0:00,M,M,30000,0,0,Bachelors,Clerical,1,0,88 place de la République,5/18/2015 0:00,0 to 1 Miles
19293,Chloe,Watson,Watson Chloe,8/28/1970 0:00,M,F,30000,0,0,Bachelors,Clerical,1,0,155 rue de Bas Marin,6/25/2015 0:00,0 to 1 Miles
19294,Stanley,Garcia,Garcia Stanley,9/7/1970 0:00,M,M,30000,0,0,Bachelors,Clerical,1,0,Heideweg 1442,11/13/2015 0:00,0 to 1 Miles
19295,Katelyn,Green,Green Katelyn,7/26/1969 0:00,S,F,10000,2,2,High School,Manual,1,1,1 rue de Maubeuge,6/13/2015 0:00,0 to 1 Miles
19296,Jake,Zheng,Zheng Jake,1/4/1969 0:00,S,M,20000,0,0,Partial College,Manual,0,1,33 rue du Puits Dixme,6/16/2015 0:00,2 to 5 Miles
19297,Cedric,Xie,Xie Cedric,8/21/1969 0:00,S,M,30000,0,0,Bachelors,Clerical,1,0,776 avenue du Président to Kennedy,6/3/2015 0:00,0 to 1 Miles
19298,Priscilla,Andersen,Andersen Priscilla,10/11/1969 0:00,S,F,50000,0,0,Graduate Degree,Skilled Manual,1,0,Hans to Rosenthal to Platz 426,11/30/2015 0:00,0 to 1 Miles
19299,Carrie,Browning,Browning Carrie,10/12/1969 0:00,M,F,50000,0,0,Graduate Degree,Skilled Manual,1,0,9010 Longview Road,3/9/2015 0:00,0 to 1 Miles
19300,Clarence,Hu,Hu Clarence,4/10/1952 0:00,M,M,10000,3,0,Partial College,Manual,0,2,Erlenweg 7774,9/13/2016 0:00,0 to 1 Miles
19301,Jamie,Liu,Liu Jamie,3/1/1952 0:00,M,F,20000,2,0,Partial College,Manual,1,1,7041 Notre Dame Avenue,3/3/2015 0:00,2 to 5 Miles
19302,Brad,Xie,Xie Brad,8/11/1951 0:00,S,M,10000,3,0,Partial College,Manual,1,2,1984 Village Pl.,4/19/2015 0:00,0 to 1 Miles
19303,Sylvia,Spencer,Spencer Sylvia,10/11/1951 0:00,M,M,10000,3,0,High School,Manual,0,2,52 rue Malar,1/22/2014 0:00,0 to 1 Miles
19304,Sara,Nelson,Nelson Sara,7/10/1953 0:00,S,F,10000,2,1,High School,Manual,1,2,3524 Ruth Drive,4/20/2015 0:00,0 to 1 Miles
19305,Gabriella,Young,Young Gabriella,2/22/1968 0:00,S,F,10000,2,2,High School,Manual,1,1,880 South St.,4/20/2015 0:00,0 to 1 Miles
19306,Candace,Perez,Perez Candace,2/14/1968 0:00,M,F,10000,3,3,High School,Manual,0,0,34 boulevard Tremblay,7/14/2016 0:00,0 to 1 Miles
19307,Micheal,Alonso,Alonso Micheal,9/8/1968 0:00,M,M,20000,1,1,Partial College,Manual,1,0,7776 Cordoba Way,10/29/2016 0:00,2 to 5 Miles
19308,Casey,Rai,Rai Casey,4/18/1968 0:00,M,F,30000,1,0,Bachelors,Clerical,1,0,6206 Heavenly Drive,4/15/2015 0:00,0 to 1 Miles
19309,Frank,Suarez,Suarez Frank,11/22/1968 0:00,M,M,30000,1,1,Bachelors,Clerical,1,0,6 route de Marseille,6/5/2015 0:00,2 to 5 Miles
19310,Evelyn,Raman,Raman Evelyn,4/16/1968 0:00,M,F,40000,0,0,Graduate Degree,Clerical,1,0,10 avenue du Président to Kennedy,6/2/2015 0:00,0 to 1 Miles
19311,Dana,Rubio,Rubio Dana,3/26/1968 0:00,M,F,40000,0,0,Graduate Degree,Clerical,1,0,Haberstr 397,11/3/2015 0:00,0 to 1 Miles
19312,Valerie,Zheng,Zheng Valerie,1/19/1968 0:00,M,F,40000,0,0,Bachelors,Clerical,1,0,5627 Tanager Road,5/6/2015 0:00,0 to 1 Miles
19313,Charles,Baker,Baker Charles,3/11/1967 0:00,S,M,10000,3,3,High School,Manual,1,1,5757 avenue de l´ Union Centrale,6/29/2015 0:00,0 to 1 Miles
19314,Alvin,Beck,Beck Alvin,3/16/1967 0:00,S,M,10000,3,3,Partial High School,Manual,1,1,Klara Straße 8464,11/3/2015 0:00,0 to 1 Miles
19315,Devon,Sharma,Sharma Devon,9/3/1967 0:00,S,M,20000,1,1,Partial College,Manual,0,1,3450 Villageoaks Dr.,6/14/2015 0:00,0 to 1 Miles
